pValue,ligand,data
4.44,CCOC(=O)/C=C/c1ccc(/C=C/c2cc(O)c(O)c(O)c2)cc1,CYP3a4_ic50
4.95,CCOC(=O)/C=C/c1cc(O)c(O)cc1-c1cc2ccccc2o1,CYP3a4_ic50
4.66,CCOC(=O)/C=C/c1cc(O)c2oc(-c3cc(O)c(O)c(O)c3)cc2c1,CYP3a4_ic50
4.63,Oc1ccc(-c2cc3cc(Br)cc(O)c3o2)cc1O,CYP3a4_ic50
5.2,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCC[C@@]2(O)CCC3)cc1F,CYP3a4_ic50
5.2,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CC4CC(CC(O)(C4)C2)C3)cc1F,CYP3a4_ic50
5.31,CC(C)(C)[C@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,CYP3a4_ic50
5.26,CC(C)(C)[C@H]1OCCC[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,CYP3a4_ic50
5.44,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCO[C@@H]2c2ccccc2)cc1F,CYP3a4_ic50
4.78,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCC3(C2)OCCO3)cc1F,CYP3a4_ic50
4.86,CON=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,CYP3a4_ic50
4.68,NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n([C@H]3CCCNC3)c2n1,CYP3a4_ic50
5.4,CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,CYP3a4_ic50
4.97,N#Cc1cncc(Oc2cc(C(=O)Nc3ccc(F)cn3)c3ncnn3c2)c1,CYP3a4_ic50
4.64,O=C(Nc1ccc(F)cn1)c1cc(Oc2cnc(F)c(F)c2)cn2ncnc12,CYP3a4_ic50
4.75,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncc(F)c2)cn2cnnc12,CYP3a4_ic50
5.7,COc1ccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3ccnc23)nc1,CYP3a4_ic50
5.72,Cc1ccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3ccnc23)nc1,CYP3a4_ic50
5.41,O=C(Nc1ccc(F)cn1)c1cc(Oc2cncc(F)c2)cn2ccnc12,CYP3a4_ic50
5.68,Cc1cccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3ccnc23)n1,CYP3a4_ic50
5.64,O=C(Nc1cccc(F)n1)c1cc(Oc2cncc(F)c2)cn2ccnc12,CYP3a4_ic50
4.34,CN1[C@@H]2CC[C@H]1c1c(sc(NC(=O)Nc3ccc(Cl)cc3)c1C(N)=O)C2.Cl,CYP3a4_ic50
4.37,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,CYP3a4_ic50
4.33,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)nc3)n2)CC1,CYP3a4_ic50
5.1,N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3cccnc3)n2)CC1,CYP3a4_ic50
5.19,O=C(O)CC1CCC2(CC1)CCN(c1ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cn1)CC2,CYP3a4_ic50
4.71,O=C(O)CC1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,CYP3a4_ic50
5.89,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,CYP3a4_ic50
4.52,Cl.NCc1ccnc(Oc2cccc(C(=O)N3C[C@H](O)[C@@H](F)C3)c2)c1,CYP3a4_ic50
5.77,COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@@H](C(F)(F)F)C[C@H]4CC(=O)O)cc3)c(C)c2)c1,CYP3a4_ic50
5.64,C[C@@H]1c2nnn(-c3cnccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,CYP3a4_ic50
5.52,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,CYP3a4_ic50
4.96,COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,CYP3a4_ic50
4,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(C#Cc2ccc(F)cc2)cn1,CYP3a4_ic50
4.22,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(C#Cc2ccc(OCC(F)F)cc2)cn1,CYP3a4_ic50
5,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(C#Cc2ccc(NCC(F)(F)F)cc2)cn1,CYP3a4_ic50
0,CNC(=O)c1ccc(COc2ccc(C#Cc3ccc(C(F)(F)C(O)(Cn4cnnn4)c4ccc(F)cc4F)nc3)cc2)cc1,CYP3a4_ic50
5.85,Cc1ccc(S(=O)(=O)N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@@H](C)C2)cc1,CYP3a4_ic50
5.02,COc1cccc(N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@@H](C)C2)c1,CYP3a4_ic50
4.6,COc1ccc(N2CCN(c3nc(-c4ccncn4)cc(=O)n3C)[C@@H](C)C2)cc1,CYP3a4_ic50
5.22,c1ccc(CN(CCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)Cc2ccccn2)nc1,CYP3a4_ic50
5.89,c1cncc(CN(CCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)Cc2cccnc2)c1,CYP3a4_ic50
6.21,c1ccc2c(c1)CN[C@@H](CN(CCCCN(Cc1ccncc1)Cc1ccncc1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
5.65,c1ccc(CN(CCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)Cc2ccccc2)cc1,CYP3a4_ic50
5.35,c1ccc(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)nc1,CYP3a4_ic50
5.07,c1cncc(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)c1,CYP3a4_ic50
5.35,c1ccc2c(c1)CN[C@@H](CN(CCCCNCc1ccncc1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
5.21,c1ccc(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)cc1,CYP3a4_ic50
5.56,c1ccc2c(c1)CN[C@@H](CN(CCCCNCC1CCCCC1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
4.72,FC1(F)CCC(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.93,c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCCCC1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
4.95,FC1(F)CCC(NCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.89,CC1(C)CCC(NCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.82,NCc1ccccc1CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.33,NCc1cccc(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)c1,CYP3a4_ic50
5.13,NCc1ccc(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)cc1,CYP3a4_ic50
4.9,NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.03,NC/C=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
4.97,CC(C)(CCN)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
6,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNCC3CCOCC3)cc1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
6.7,FC1(F)CCC(NCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)CC1,CYP3a4_ic50
6.36,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNC3CCOCC3)cc1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
6.48,CC1(C)CCC(NCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)CC1,CYP3a4_ic50
6.96,c1ccc(CNCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)nc1,CYP3a4_ic50
7.24,c1cncc(CNCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)c1,CYP3a4_ic50
7.23,c1ccc2c(c1)CN[C@@H](CN(Cc1ccc(CNCc3ccncc3)cc1)[C@H]1CCCc3cccnc31)C2,CYP3a4_ic50
6.08,FC1(F)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
5.11,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNC1CCOCC1,CYP3a4_ic50
6,CC1(C)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
5.81,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNCc1ccccn1,CYP3a4_ic50
5.9,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNCc1cccnc1,CYP3a4_ic50
6.46,C(=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)\CNCc1ccncc1,CYP3a4_ic50
5.25,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNC1CCC(F)(F)CC1,CYP3a4_ic50
4.75,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNC1CCOCC1,CYP3a4_ic50
5.11,CC1(C)CCC(NCC(C)(C)CCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
5.24,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1cc(-c2ccccc2F)on1,CYP3a4_ic50
5.08,CC(C)COC(=O)[C@H](Cn1ccnc1)NC(=O)c1cc(-c2ccccc2F)on1,CYP3a4_ic50
4.34,Cc1cc(N2CCOc3ncnc(N)c3C2=O)cc(C)c1C#CC(C)(C)CC(=O)O,CYP3a4_ic50
6.16,CC(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,CYP3a4_ic50
6.61,CCS(=O)(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,CYP3a4_ic50
5.03,O=S(=O)(N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1)C(F)(F)F,CYP3a4_ic50
4.62,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,CYP3a4_ic50
5.17,Cc1cccc2c(Nc3cccc(-c4nc5c(C(N)=O)cccc5[nH]4)c3)c3ccccc3nc12,CYP3a4_ic50
4.62,CNC(=O)Nc1ccc2c(c1)CC[C@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@H](C)C(F)(F)F)C1=O,CYP3a4_ic50
4.96,NCC1=C(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CCCC1,CYP3a4_ic50
4.89,C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(\F)CN,CYP3a4_ic50
5.75,C/C(CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)=C(/F)CN,CYP3a4_ic50
4.82,C/C(CN)=C(\F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.62,C/C(CN)=C(/F)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
4.92,FC1(F)CCC(NC/C=C\CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.72,NC(=O)NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5,N[C@H]1CC[C@H](CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.92,NC[C@H]1CC[C@H](CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
4.76,COc1cc(-c2nc(SCC(=O)NC(=O)Nc3ccccn3)nc(Nc3cccc(Cl)c3)c2C#N)cc(OC)c1OC,CYP3a4_ic50
4.9,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nc2ccccc2[nH]1,CYP3a4_ic50
5.03,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nc2ccccc2s1,CYP3a4_ic50
5.4,Cl.Cl.NCC#Cc1cccnc1,CYP3a4_ic50
5.25,Cc1ccncc1C#CCN.Cl.Cl,CYP3a4_ic50
4.41,Cl.Cl.NCC#Cc1cnccc1-c1ccccc1,CYP3a4_ic50
4.96,Cl.Cl.NCC#Cc1cnccc1-c1ccco1,CYP3a4_ic50
5.19,Cl.Cl.NCC#Cc1cnccc1-c1ccoc1,CYP3a4_ic50
4.04,Cl.Cl.Cl.NCC#Cc1cnccc1-c1cccnc1,CYP3a4_ic50
4.54,Cc1ccncc1-c1ccc(CN)o1.Cl.Cl,CYP3a4_ic50
0,CCc1ccncc1-c1ccc(CN)o1.Cl.Cl,CYP3a4_ic50
5.31,CCCc1ccncc1-c1ccc(CN)o1.Cl.Cl,CYP3a4_ic50
5.28,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccccc2)o1,CYP3a4_ic50
4.54,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccco2)o1,CYP3a4_ic50
4.62,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccoc2)o1,CYP3a4_ic50
4.41,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2ccncc2)o1,CYP3a4_ic50
4.05,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cccnc2)o1,CYP3a4_ic50
4.43,Cc1ccncc1-c1ccc(CN)s1.Cl.Cl,CYP3a4_ic50
4.89,CCc1ccncc1-c1ccc(CN)s1.Cl.Cl,CYP3a4_ic50
5.37,CCCc1ccncc1-c1ccc(CN)s1.Cl.Cl,CYP3a4_ic50
5.28,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccccc2)s1,CYP3a4_ic50
5.16,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccco2)s1,CYP3a4_ic50
5.28,Cl.Cl.NCc1ccc(-c2cnccc2-c2ccoc2)s1,CYP3a4_ic50
0,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2ccncc2)s1,CYP3a4_ic50
4.38,Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cccnc2)s1,CYP3a4_ic50
4.41,Cl.Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cncnc2)s1,CYP3a4_ic50
6.21,CCCS(=O)(=O)NCCOc1ccc2c(c1)C(C1(c3ccc(Cl)cc3)CCC1)NCC2,CYP3a4_ic50
5.54,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC(C)(C)C)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,CYP3a4_ic50
5.8,CC(C)N(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC(C)(C)C)[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]32)cc1,CYP3a4_ic50
5.52,O=C1Nc2ccc(C(=O)N[C@@H](CO)c3ccccc3)cc2/C1=C(\c1ccccc1)c1ncc[nH]1,CYP3a4_ic50
5.75,c1cnc2c(c1)CCC[C@@H]2N(CC1CCCCC1)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,CYP3a4_ic50
5.25,FC1(F)CCC(CN(C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)[C@H]2CCCc3cccnc32)CC1,CYP3a4_ic50
5.85,Cc1cccnc1CN(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,CYP3a4_ic50
5.37,CN(C[C@H]1Cc2c(cccc2N2CCN(C3CC3)CC2)CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.66,CN(C[C@H]1Cc2c(cccc2N2CCN(c3cccc(C(F)(F)F)c3)CC2)CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.5,CN(C[C@H]1Cc2c(cccc2N2CCN(c3ccccn3)CC2)CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.47,CN(C[C@H]1Cc2c(cccc2N2CCN(c3ncccn3)CC2)CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
5.17,CN(C[C@H]1Cc2c(cccc2N2CCN(Cc3ccccn3)CC2)CN1)[C@H]1CCCc2cccnc21,CYP3a4_ic50
4.88,N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)[C@@H](O)C(F)(F)S3(=O)=O)c1,CYP3a4_ic50
7.47,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)[C@H]3CC[C@@H](N)C3)C2)c1,CYP3a4_ic50
6.6,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)[C@H]3C[C@@H](O)[C@@H](N)C3)C2)c1,CYP3a4_ic50
6.62,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CCCN)C2)c1,CYP3a4_ic50
6.36,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CC(O)CN)C2)c1,CYP3a4_ic50
6.25,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CCCNC)C2)c1,CYP3a4_ic50
7.05,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)[C@H]3CC[C@@H](N)C3)C2)c1,CYP3a4_ic50
7.31,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)[C@H]3CC[C@@H](NC)C3)C2)c1,CYP3a4_ic50
6.85,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CCCNC)C2)c1,CYP3a4_ic50
6.08,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CC(O)CNC)C2)c1,CYP3a4_ic50
6.32,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@H]2CCCN(C(=O)CC(CNC)OC)C2)c1,CYP3a4_ic50
5.94,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1ccnc(CNCCC2CCNCC2)c1,CYP3a4_ic50
4.36,CCN[C@H]1CCC=C(c2ccc(F)cc2)[C@@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,CYP3a4_ic50
4.48,Cl.N[C@H]1CCC=C(c2ccc(F)cc2)[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,CYP3a4_ic50
5.29,Cl.N[C@H]1CCC=C(c2ccc(F)cc2)[C@@H]1CSc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,CYP3a4_ic50
4.67,CCN[C@H]1CCC=C(c2ccc(F)cc2)[C@@H]1COc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,CYP3a4_ic50
4.78,CCN[C@H]1CCC=C(c2ccc(F)cc2)[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,CYP3a4_ic50
5,COc1nc2ccc(Br)cc2cc1[C@@H](c1cc(C)c(C)s1)[C@@](O)(CCN(C)C)c1cccc(F)c1,CYP3a4_ic50
5,CCSc1ccc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cn1,CYP3a4_ic50
5.34,COc1nc2ccc(Br)cc2cc1[C@@H](c1cncc(C)c1)[C@@](O)(CCN(C)C)c1cccc(F)c1,CYP3a4_ic50
4.34,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,CYP3a4_ic50
4.34,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,CYP3a4_ic50
4.64,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,CYP3a4_ic50
4.77,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,CYP3a4_ic50
4.82,O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1,CYP3a4_ic50
4.3,CC(C)(C)Cn1ncn(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)c1=O,CYP3a4_ic50
4.3,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,CYP3a4_ic50
4.3,O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCC1,CYP3a4_ic50
4.3,O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCCC1,CYP3a4_ic50
4.6,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,CYP3a4_ic50
5.17,CCCCNc1nc(N)nc2cccc(OCc3cccnc3)c12,CYP3a4_ic50
5,CCCCNc1nc(N)nc2cccc(OCc3nccc(OC)c3OC)c12,CYP3a4_ic50
5.07,CCCCNc1nc(N)nc2cccc(C(=O)N(C)Cc3ccccc3)c12,CYP3a4_ic50
5.41,CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4c3)cc2)CC1,CYP3a4_ic50
5.25,N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCNCC5)cc4)nn23)cc1,CYP3a4_ic50
5.44,COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,CYP3a4_ic50
5.07,C[C@@]12CC[C@@H](O)C[C@H]1/C(=N\O)C[C@H]1[C@H]2CC[C@@]2(C)C(c3cccnc3)=CC[C@H]12,CYP3a4_ic50
5.67,O=C(NC[C@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,CYP3a4_ic50
5.4,COc1ccc(N2C(=O)CN(Cc3ccccc3)C2=S)cc1Cl,CYP3a4_ic50
5.89,CN(C)c1ccc(N2C(=O)CN(Cc3ccc(F)cc3)C2=S)cc1Cl,CYP3a4_ic50
5.11,COc1cc(N2C(=O)CN(Cc3ccc(F)cc3Cl)C2=S)ccc1N(C)C,CYP3a4_ic50
5.23,Cc1csc(NC(=O)c2cc(C(F)(F)c3cncnc3)cc3cccnc23)n1,CYP3a4_ic50
6.05,Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,CYP3a4_ic50
5.8,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,CYP3a4_ic50
4.01,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,CYP3a4_ic50
0,O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)[C@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,CYP3a4_ic50
0,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CYP3a4_ic50
6.52,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc5c(c4)OCO5)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncccn4)cc3)CC2)C1,CYP3a4_ic50
5.77,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,CYP3a4_ic50
7.3,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,CYP3a4_ic50
5.11,COc1cc2ccc(Br)cc2cc1[C@@H](c1cccnc1OC)[C@@](O)(CCN(C)C)c1cccc2ccoc12,CYP3a4_ic50
5.01,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1ccc2occc2c1,CYP3a4_ic50
5.16,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccc2occc2c1,CYP3a4_ic50
6.8,C[C@H]1c2n[nH]cc2CN1C1=NC(NCc2c(F)cccc2C(F)(F)F)c2cccc(C(N)=O)c2N1,CYP3a4_ic50
6.2,Cc1n[nH]c2c1CN(C1=NC(NCc3c(F)cccc3C(F)(F)F)c3cccc(C(N)=O)c3N1)C2,CYP3a4_ic50
5.14,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1noc2c1CCc1ccccc1-2,CYP3a4_ic50
4.84,CC(C)OC(=O)[C@H](Cn1ccnc1)NC(=O)c1noc2c1ccc1ccccc12,CYP3a4_ic50
4.8,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nc1,CYP3a4_ic50
4.75,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nn1,CYP3a4_ic50
4.72,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2Cl)nc1,CYP3a4_ic50
4.77,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2C(F)(F)F)nc1,CYP3a4_ic50
5,O=S(=O)(c1cncc2ccccc12)N1CCC[C@@H]1CCN1CCN(c2cccc3sccc23)CC1,CYP3a4_ic50
4.64,O=S(=O)(c1cncc2ccccc12)N1CCC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1,CYP3a4_ic50
5.7,O=C(Cc1ccc2c(c1)OCO2)Nc1nc(-c2c[nH]c3ncccc23)cs1,CYP3a4_ic50
5.6,N#Cc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,CYP3a4_ic50
