filename,affinity_qvina
ligand_1802.log,-6.6
ligand_1657.log,-1.4
ligand_1734.log,3.1
ligand_1795.log,-6.7
ligand_1600.log,-1.1
ligand_2071.log,-7.4
ligand_1871.log,-4.8
ligand_1796.log,-6.6
ligand_1658.log,18.1
ligand_1744.log,-0.1
ligand_1805.log,-7.5
ligand_1917.log,-7.1
ligand_1994.log,23.3
ligand_2070.log,-8.2
ligand_1667.log,0.4
ligand_1868.log,5.7
ligand_1602.log,-7.8
ligand_1812.log,-6.6
ligand_2073.log,-3.9
ligand_1910.log,-1.1
ligand_1742.log,0.9
ligand_1662.log,-5.7
ligand_1811.log,-5.9
ligand_1604.log,-3.9
ligand_1865.log,0.2
ligand_2068.log,-4.2
ligand_1743.log,-3.3
ligand_1915.log,-3.8
ligand_165.log,-2.6
ligand_2000.log,-2.6
ligand_1816.log,-7.1
ligand_1872.log,-3.7
ligand_1916.log,-6.8
ligand_1817.log,-5.3
ligand_1606.log,-2.1
ligand_1740.log,-2.6
ligand_1673.log,1.6
ligand_1810.log,-4.2
ligand_2065.log,1.2
ligand_190.log,-4.8
ligand_186.log,-4.7
ligand_1.log,-2.7
ligand_1733.log,2.2
ligand_1603.log,-5.9
ligand_1666.log,-4.6
ligand_1869.log,-3.3
ligand_1807.log,-5.2
ligand_1999.log,-2.9
ligand_2063.log,1.2
ligand_1745.log,4.6
ligand_1919.log,-7.3
ligand_1665.log,3.6
ligand_1601.log,4.4
ligand_1867.log,-4.0
ligand_191.log,-7.1
ligand_1806.log,-1.9
ligand_1668.log,-3.0
ligand_1735.log,1.0
ligand_1875.log,-4.7
ligand_19.log,-8.4
ligand_2067.log,-5.2
ligand_1609.log,-4.2
ligand_1921.log,6.1
ligand_199.log,2.4
ligand_1741.log,1.1
ligand_1870.log,6.9
ligand_1815.log,-6.3
ligand_1672.log,0.2
ligand_1611.log,-3.2
ligand_2072.log,-4.2
ligand_1997.log,14.5
ligand_1804.log,-7.1
ligand_1931.log,4.0
ligand_1746.log,1.7
ligand_1874.log,8.0
ligand_1664.log,6.7
ligand_2069.log,2.7
ligand_1813.log,-6.8
ligand_1610.log,-4.5
ligand_1747.log,-4.5
ligand_1873.log,-6.0
ligand_1920.log,-5.4
ligand_1661.log,-4.8
ligand_1803.log,-7.5
ligand_1876.log,-6.8
ligand_174.log,-8.1
ligand_1922.log,7.9
ligand_206.log,-6.1
ligand_1669.log,0.5
ligand_1750.log,-0.8
ligand_1607.log,-0.0
ligand_1996.log,28.1
ligand_1814.log,-6.8
ligand_1885.log,-6.4
ligand_2076.log,-7.2
ligand_180.log,-8.0
ligand_1928.log,2.8
ligand_1748.log,-4.3
ligand_1670.log,-5.3
ligand_1879.log,-6.4
ligand_1608.log,10.0
ligand_2077.log,-8.8
ligand_1808.log,0.2
ligand_2084.log,3.1
ligand_1749.log,0.5
ligand_166.log,-4.2
ligand_192.log,-3.7
ligand_1612.log,-0.8
ligand_2003.log,-3.2
ligand_1809.log,-3.6
ligand_188.log,-6.8
ligand_1925.log,30.9
ligand_2082.log,-0.4
ligand_1753.log,-8.5
ligand_1615.log,-2.6
ligand_2001.log,4.0
ligand_1660.log,-6.3
ligand_1754.log,-9.8
ligand_1829.log,-0.9
ligand_1880.log,-6.0
ligand_2090.log,7.8
ligand_1755.log,-9.4
ligand_1663.log,0.8
ligand_1927.log,46.5
ligand_2002.log,-3.9
ligand_1614.log,-6.2
ligand_1752.log,-8.5
ligand_1818.log,-8.1
ligand_1877.log,-3.5
ligand_1671.log,-2.0
ligand_2086.log,4.4
ligand_1751.log,-8.6
ligand_1827.log,-4.0
ligand_175.log,-6.3
ligand_1680.log,11.4
ligand_1769.log,-4.2
ligand_160.log,-3.7
ligand_1821.log,-2.4
ligand_1889.log,-8.3
ligand_1923.log,35.3
ligand_207.log,-4.1
ligand_2006.log,-0.8
ligand_1878.log,-3.9
ligand_1822.log,-4.9
ligand_1678.log,-3.9
ligand_176.log,-8.9
ligand_1605.log,-2.1
ligand_1820.log,-4.0
ligand_2081.log,2.1
ligand_1767.log,0.1
ligand_2014.log,-1.3
ligand_1883.log,7.3
ligand_1826.log,-3.8
ligand_1929.log,2.4
ligand_1687.log,7.2
ligand_181.log,-9.6
ligand_1613.log,-4.4
ligand_1819.log,-3.7
ligand_2085.log,4.2
ligand_2015.log,14.4
ligand_1932.log,1.5
ligand_1768.log,-1.4
ligand_1823.log,-5.8
ligand_1675.log,-1.6
ligand_1888.log,2.1
ligand_1824.log,-0.4
ligand_1617.log,-2.2
ligand_2083.log,1.2
ligand_1685.log,2.7
ligand_2004.log,-2.4
ligand_1887.log,-6.7
ligand_1828.log,-0.6
ligand_1924.log,41.5
